번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,,
9020,4,2017,정면,문장,KETI_SL_0000009020.MOV,근처에서 폭탄이 터졌어요,,
9125,4,2017,측면,문장,KETI_SL_0000009125.MTS,근처에서 폭탄이 터졌어요,,
9230,5,2017,정면,문장,KETI_SL_0000009230.MOV,근처에서 폭탄이 터졌어요,,
9335,5,2017,측면,문장,KETI_SL_0000009335.MTS,근처에서 폭탄이 터졌어요,,
9440,6,2017,정면,문장,KETI_SL_0000009440.MOV,근처에서 폭탄이 터졌어요,,
9544,6,2017,측면,문장,KETI_SL_0000009544.MTS,근처에서 폭탄이 터졌어요,,
9650,7,2017,정면,문장,KETI_SL_0000009650.MOV,근처에서 폭탄이 터졌어요,,
9755,7,2017,측면,문장,KETI_SL_0000009755.MTS,근처에서 폭탄이 터졌어요,,
9860,8,2017,정면,문장,KETI_SL_0000009860.MOV,근처에서 폭탄이 터졌어요,,
9965,8,2017,측면,문장,KETI_SL_0000009965.MTS,근처에서 폭탄이 터졌어요,,
10070,9,2017,정면,문장,KETI_SL_0000010070.MOV,근처에서 폭탄이 터졌어요,,
10175,9,2017,측면,문장,KETI_SL_0000010175.MTS,근처에서 폭탄이 터졌어요,,
10280,10,2017,정면,문장,KETI_SL_0000010280.MOV,근처에서 폭탄이 터졌어요,,
10385,10,2017,측면,문장,KETI_SL_0000010385.MTS,근처에서 폭탄이 터졌어요,,
8402,1,2017,정면,문장,KETI_SL_0000008402.MOV,근처에 있는 건물이 붕괴되고 있어요,,
8507,1,2017,측면,문장,KETI_SL_0000008507.MTS,근처에 있는 건물이 붕괴되고 있어요,,
8612,2,2017,정면,문장,KETI_SL_0000008612.MTS,근처에 있는 건물이 붕괴되고 있어요,,
8717,2,2017,측면,문장,KETI_SL_0000008717.MTS,근처에 있는 건물이 붕괴되고 있어요,,
8822,3,2017,정면,문장,KETI_SL_0000008822.MOV,근처에 있는 건물이 붕괴되고 있어요,,
8927,3,2017,측면,문장,KETI_SL_0000008927.MP4,근처에 있는 건물이 붕괴되고 있어요,,
9032,4,2017,정면,문장,KETI_SL_0000009032.MOV,근처에 있는 건물이 붕괴되고 있어요,,
9137,4,2017,측면,문장,KETI_SL_0000009137.MTS,근처에 있는 건물이 붕괴되고 있어요,,
9242,5,2017,정면,문장,KETI_SL_0000009242.MOV,근처에 있는 건물이 붕괴되고 있어요,,
9347,5,2017,측면,문장,KETI_SL_0000009347.MTS,근처에 있는 건물이 붕괴되고 있어요,,
9452,6,2017,정면,문장,KETI_SL_0000009452.MOV,근처에 있는 건물이 붕괴되고 있어요,,
9556,6,2017,측면,문장,KETI_SL_0000009556.MTS,근처에 있는 건물이 붕괴되고 있어요,,
9662,7,2017,정면,문장,KETI_SL_0000009662.MOV,근처에 있는 건물이 붕괴되고 있어요,,
9767,7,2017,측면,문장,KETI_SL_0000009767.MTS,근처에 있는 건물이 붕괴되고 있어요,,
9872,8,2017,정면,문장,KETI_SL_0000009872.MOV,근처에 있는 건물이 붕괴되고 있어요,,
9977,8,2017,측면,문장,KETI_SL_0000009977.MTS,근처에 있는 건물이 붕괴되고 있어요,,
10082,9,2017,정면,문장,KETI_SL_0000010082.MOV,근처에 있는 건물이 붕괴되고 있어요,,
10187,9,2017,측면,문장,KETI_SL_0000010187.MTS,근처에 있는 건물이 붕괴되고 있어요,,
10292,10,2017,정면,문장,KETI_SL_0000010292.MOV,근처에 있는 건물이 붕괴되고 있어요,,
10397,10,2017,측면,문장,KETI_SL_0000010397.MTS,근처에 있는 건물이 붕괴되고 있어요,,
150,1,2017,정면,단어,KETI_SL_0000000150.MOV,귀,,
569,1,2017,측면,단어,KETI_SL_0000000569.MTS,귀,,
983,2,2017,정면,단어,KETI_SL_0000000983.MTS,귀,,
1402,2,2017,측면,단어,KETI_SL_0000001402.MTS,귀,,
1730,3,2017,정면,단어,KETI_SL_0000001730.MOV,귀,,
2149,3,2017,측면,단어,KETI_SL_0000002149.MP4,귀,,
2664,4,2017,정면,단어,KETI_SL_0000002664.MOV,귀,,
3083,4,2017,측면,단어,KETI_SL_0000003083.MTS,귀,,
3497,5,2017,정면,단어,KETI_SL_0000003497.MOV,귀,,
3918,5,2017,측면,단어,KETI_SL_0000003918.MTS,귀,,
4338,6,2017,정면,단어,KETI_SL_0000004338.MOV,귀,,
4760,6,2017,측면,단어,KETI_SL_0000004760.MTS,귀,,
5176,7,2017,정면,단어,KETI_SL_0000005176.MOV,귀,,
5592,7,2017,측면,단어,KETI_SL_0000005592.MTS,귀,,
6016,8,2017,정면,단어,KETI_SL_0000006016.MOV,귀,,
6435,8,2017,측면,단어,KETI_SL_0000006435.MTS,귀,,
6853,9,2017,정면,단어,KETI_SL_0000006853.MOV,귀,,
7272,9,2017,측면,단어,KETI_SL_0000007272.MTS,귀,,
7689,10,2017,정면,단어,KETI_SL_0000007689.MOV,귀,,
8108,10,2017,측면,단어,KETI_SL_0000008108.MTS,귀,,
149,1,2017,정면,단어,KETI_SL_0000000149.MOV,구해주세요,,
568,1,2017,측면,단어,KETI_SL_0000000568.MTS,구해주세요,,
982,2,2017,정면,단어,KETI_SL_0000000982.MTS,구해주세요,,
1401,2,2017,측면,단어,KETI_SL_0000001401.MTS,구해주세요,,
1729,3,2017,정면,단어,KETI_SL_0000001729.MOV,구해주세요,,
2148,3,2017,측면,단어,KETI_SL_0000002148.MP4,구해주세요,,
2663,4,2017,정면,단어,KETI_SL_0000002663.MOV,구해주세요,,
3082,4,2017,측면,단어,KETI_SL_0000003082.MTS,구해주세요,,
3496,5,2017,정면,단어,KETI_SL_0000003496.MOV,구해주세요,,
3917,5,2017,측면,단어,KETI_SL_0000003917.MTS,구해주세요,,
4337,6,2017,정면,단어,KETI_SL_0000004337.MOV,구해주세요,,
4754,6,2017,측면,단어,KETI_SL_0000004754.MTS,구해주세요,,
5175,7,2017,정면,단어,KETI_SL_0000005175.MOV,구해주세요,,
5591,7,2017,측면,단어,KETI_SL_0000005591.MTS,구해주세요,,
6015,8,2017,정면,단어,KETI_SL_0000006015.MOV,구해주세요,,
6434,8,2017,측면,단어,KETI_SL_0000006434.MTS,구해주세요,,
6852,9,2017,정면,단어,KETI_SL_0000006852.MOV,구해주세요,,
7271,9,2017,측면,단어,KETI_SL_0000007271.MTS,구해주세요,,
7688,10,2017,정면,단어,KETI_SL_0000007688.MOV,구해주세요,,
8107,10,2017,측면,단어,KETI_SL_0000008107.MTS,구해주세요,,
148,1,2017,정면,단어,KETI_SL_0000000148.MOV,구청,,
567,1,2017,측면,단어,KETI_SL_0000000567.MTS,구청,,
981,2,2017,정면,단어,KETI_SL_0000000981.MTS,구청,,
1400,2,2017,측면,단어,KETI_SL_0000001400.MTS,구청,,
1728,3,2017,정면,단어,KETI_SL_0000001728.MOV,구청,,
2147,3,2017,측면,단어,KETI_SL_0000002147.MP4,구청,,
2662,4,2017,정면,단어,KETI_SL_0000002662.MOV,구청,,
3081,4,2017,측면,단어,KETI_SL_0000003081.MTS,구청,,
3495,5,2017,정면,단어,KETI_SL_0000003495.MOV,구청,,
3916,5,2017,측면,단어,KETI_SL_0000003916.MTS,구청,,
4336,6,2017,정면,단어,KETI_SL_0000004336.MOV,구청,,
4753,6,2017,측면,단어,KETI_SL_0000004753.MTS,구청,,
5174,7,2017,정면,단어,KETI_SL_0000005174.MOV,구청,,
5590,7,2017,측면,단어,KETI_SL_0000005590.MTS,구청,,
6014,8,2017,정면,단어,KETI_SL_0000006014.MOV,구청,,
6433,8,2017,측면,단어,KETI_SL_0000006433.MTS,구청,,
6851,9,2017,정면,단어,KETI_SL_0000006851.MOV,구청,,
7270,9,2017,측면,단어,KETI_SL_0000007270.MTS,구청,,
7687,10,2017,정면,단어,KETI_SL_0000007687.MOV,구청,,
8106,10,2017,측면,단어,KETI_SL_0000008106.MTS,구청,,
147,1,2017,정면,단어,KETI_SL_0000000147.MOV,구로구,,
566,1,2017,측면,단어,KETI_SL_0000000566.MTS,구로구,,
980,2,2017,정면,단어,KETI_SL_0000000980.MTS,구로구,,
1399,2,2017,측면,단어,KETI_SL_0000001399.MTS,구로구,,
1727,3,2017,정면,단어,KETI_SL_0000001727.MOV,구로구,,
2146,3,2017,측면,단어,KETI_SL_0000002146.MP4,구로구,,
2661,4,2017,정면,단어,KETI_SL_0000002661.MOV,구로구,,
3080,4,2017,측면,단어,KETI_SL_0000003080.MTS,구로구,,
3494,5,2017,정면,단어,KETI_SL_0000003494.MOV,구로구,,
3915,5,2017,측면,단어,KETI_SL_0000003915.MTS,구로구,,
4335,6,2017,정면,단어,KETI_SL_0000004335.MOV,구로구,,
4757,6,2017,측면,단어,KETI_SL_0000004757.MTS,구로구,,
5173,7,2017,정면,단어,KETI_SL_0000005173.MOV,구로구,,
5589,7,2017,측면,단어,KETI_SL_0000005589.MTS,구로구,,
6013,8,2017,정면,단어,KETI_SL_0000006013.MOV,구로구,,
6432,8,2017,측면,단어,KETI_SL_0000006432.MTS,구로구,,
6850,9,2017,정면,단어,KETI_SL_0000006850.MOV,구로구,,
7269,9,2017,측면,단어,KETI_SL_0000007269.MTS,구로구,,
7686,10,2017,정면,단어,KETI_SL_0000007686.MOV,구로구,,
8105,10,2017,측면,단어,KETI_SL_0000008105.MTS,구로구,,
146,1,2017,정면,단어,KETI_SL_0000000146.MOV,구급차,,
565,1,2017,측면,단어,KETI_SL_0000000565.MTS,구급차,,
979,2,2017,정면,단어,KETI_SL_0000000979.MTS,구급차,,
1398,2,2017,측면,단어,KETI_SL_0000001398.MTS,구급차,,
1726,3,2017,정면,단어,KETI_SL_0000001726.MOV,구급차,,
2145,3,2017,측면,단어,KETI_SL_0000002145.MP4,구급차,,
2660,4,2017,정면,단어,KETI_SL_0000002660.MOV,구급차,,
3079,4,2017,측면,단어,KETI_SL_0000003079.MTS,구급차,,
3493,5,2017,정면,단어,KETI_SL_0000003493.MOV,구급차,,
3914,5,2017,측면,단어,KETI_SL_0000003914.MTS,구급차,,
4334,6,2017,정면,단어,KETI_SL_0000004334.MOV,구급차,,
4751,6,2017,측면,단어,KETI_SL_0000004751.MTS,구급차,,
5172,7,2017,정면,단어,KETI_SL_0000005172.MOV,구급차,,
5588,7,2017,측면,단어,KETI_SL_0000005588.MTS,구급차,,
6012,8,2017,정면,단어,KETI_SL_0000006012.MOV,구급차,,
6431,8,2017,측면,단어,KETI_SL_0000006431.MTS,구급차,,
6849,9,2017,정면,단어,KETI_SL_0000006849.MOV,구급차,,
7268,9,2017,측면,단어,KETI_SL_0000007268.MTS,구급차,,
7685,10,2017,정면,단어,KETI_SL_0000007685.MOV,구급차,,
8104,10,2017,측면,단어,KETI_SL_0000008104.MTS,구급차,,
145,1,2017,정면,단어,KETI_SL_0000000145.MOV,구급대원,,
564,1,2017,측면,단어,KETI_SL_0000000564.MTS,구급대원,,
978,2,2017,정면,단어,KETI_SL_0000000978.MTS,구급대원,,
1397,2,2017,측면,단어,KETI_SL_0000001397.MTS,구급대원,,
1725,3,2017,정면,단어,KETI_SL_0000001725.MOV,구급대원,,
2144,3,2017,측면,단어,KETI_SL_0000002144.MP4,구급대원,,
2659,4,2017,정면,단어,KETI_SL_0000002659.MOV,구급대원,,
3078,4,2017,측면,단어,KETI_SL_0000003078.MTS,구급대원,,
3492,5,2017,정면,단어,KETI_SL_0000003492.MOV,구급대원,,
3913,5,2017,측면,단어,KETI_SL_0000003913.MTS,구급대원,,
4333,6,2017,정면,단어,KETI_SL_0000004333.MOV,구급대원,,
4755,6,2017,측면,단어,KETI_SL_0000004755.MTS,구급대원,,
5171,7,2017,정면,단어,KETI_SL_0000005171.MOV,구급대원,,
5587,7,2017,측면,단어,KETI_SL_0000005587.MTS,구급대원,,
6011,8,2017,정면,단어,KETI_SL_0000006011.MOV,구급대원,,
6430,8,2017,측면,단어,KETI_SL_0000006430.MTS,구급대원,,
6848,9,2017,정면,단어,KETI_SL_0000006848.MOV,구급대원,,
7267,9,2017,측면,단어,KETI_SL_0000007267.MTS,구급대원,,
7684,10,2017,정면,단어,KETI_SL_0000007684.MOV,구급대원,,
8103,10,2017,측면,단어,KETI_SL_0000008103.MTS,구급대원,,
144,1,2017,정면,단어,KETI_SL_0000000144.MOV,구급대,,
563,1,2017,측면,단어,KETI_SL_0000000563.MTS,구급대,,
977,2,2017,정면,단어,KETI_SL_0000000977.MTS,구급대,,
1396,2,2017,측면,단어,KETI_SL_0000001396.MTS,구급대,,
1724,3,2017,정면,단어,KETI_SL_0000001724.MOV,구급대,,
2143,3,2017,측면,단어,KETI_SL_0000002143.MP4,구급대,,
2658,4,2017,정면,단어,KETI_SL_0000002658.MOV,구급대,,
3077,4,2017,측면,단어,KETI_SL_0000003077.MTS,구급대,,
3491,5,2017,정면,단어,KETI_SL_0000003491.MOV,구급대,,
3912,5,2017,측면,단어,KETI_SL_0000003912.MTS,구급대,,
4332,6,2017,정면,단어,KETI_SL_0000004332.MOV,구급대,,
4750,6,2017,측면,단어,KETI_SL_0000004750.MTS,구급대,,
5169,7,2017,정면,단어,KETI_SL_0000005169.MOV,구급대,,
5585,7,2017,측면,단어,KETI_SL_0000005585.MTS,구급대,,
6010,8,2017,정면,단어,KETI_SL_0000006010.MOV,구급대,,
6429,8,2017,측면,단어,KETI_SL_0000006429.MTS,구급대,,
6847,9,2017,정면,단어,KETI_SL_0000006847.MOV,구급대,,
7266,9,2017,측면,단어,KETI_SL_0000007266.MTS,구급대,,
7683,10,2017,정면,단어,KETI_SL_0000007683.MOV,구급대,,
8102,10,2017,측면,단어,KETI_SL_0000008102.MTS,구급대,,
143,1,2017,정면,단어,KETI_SL_0000000143.MOV,교통사고,,
562,1,2017,측면,단어,KETI_SL_0000000562.MTS,교통사고,,
976,2,2017,정면,단어,KETI_SL_0000000976.MTS,교통사고,,
1395,2,2017,측면,단어,KETI_SL_0000001395.MTS,교통사고,,
1723,3,2017,정면,단어,KETI_SL_0000001723.MOV,교통사고,,
2142,3,2017,측면,단어,KETI_SL_0000002142.MP4,교통사고,,
2657,4,2017,정면,단어,KETI_SL_0000002657.MOV,교통사고,,
3076,4,2017,측면,단어,KETI_SL_0000003076.MTS,교통사고,,
3490,5,2017,정면,단어,KETI_SL_0000003490.MOV,교통사고,,
3911,5,2017,측면,단어,KETI_SL_0000003911.MTS,교통사고,,
4331,6,2017,정면,단어,KETI_SL_0000004331.MOV,교통사고,,
4749,6,2017,측면,단어,KETI_SL_0000004749.MTS,교통사고,,
5168,7,2017,정면,단어,KETI_SL_0000005168.MOV,교통사고,,
5584,7,2017,측면,단어,KETI_SL_0000005584.MTS,교통사고,,
6009,8,2017,정면,단어,KETI_SL_0000006009.MOV,교통사고,,
6428,8,2017,측면,단어,KETI_SL_0000006428.MTS,교통사고,,
6846,9,2017,정면,단어,KETI_SL_0000006846.MOV,교통사고,,
7265,9,2017,측면,단어,KETI_SL_0000007265.MTS,교통사고,,
7682,10,2017,정면,단어,KETI_SL_0000007682.MOV,교통사고,,
8101,10,2017,측면,단어,KETI_SL_0000008101.MTS,교통사고,,
142,1,2017,정면,단어,KETI_SL_0000000142.MOV,광진구,,
561,1,2017,측면,단어,KETI_SL_0000000561.MTS,광진구,,
975,2,2017,정면,단어,KETI_SL_0000000975.MTS,광진구,,
1394,2,2017,측면,단어,KETI_SL_0000001394.MTS,광진구,,
1721,3,2017,정면,단어,KETI_SL_0000001721.MOV,광진구,,
2140,3,2017,측면,단어,KETI_SL_0000002140.MP4,광진구,,
2656,4,2017,정면,단어,KETI_SL_0000002656.MOV,광진구,,
3075,4,2017,측면,단어,KETI_SL_0000003075.MTS,광진구,,
3489,5,2017,정면,단어,KETI_SL_0000003489.MOV,광진구,,
3910,5,2017,측면,단어,KETI_SL_0000003910.MTS,광진구,,
4330,6,2017,정면,단어,KETI_SL_0000004330.MOV,광진구,,
4752,6,2017,측면,단어,KETI_SL_0000004752.MTS,광진구,,
5167,7,2017,정면,단어,KETI_SL_0000005167.MOV,광진구,,
5583,7,2017,측면,단어,KETI_SL_0000005583.MTS,광진구,,
6008,8,2017,정면,단어,KETI_SL_0000006008.MOV,광진구,,
6427,8,2017,측면,단어,KETI_SL_0000006427.MTS,광진구,,
6845,9,2017,정면,단어,KETI_SL_0000006845.MOV,광진구,,
7264,9,2017,측면,단어,KETI_SL_0000007264.MTS,광진구,,
7681,10,2017,정면,단어,KETI_SL_0000007681.MOV,광진구,,
8100,10,2017,측면,단어,KETI_SL_0000008100.MTS,광진구,,
8412,1,2017,정면,문장,KETI_SL_0000008412.MOV,광견병에 걸린 개에게 물렸어요,,
8517,1,2017,측면,문장,KETI_SL_0000008517.MTS,광견병에 걸린 개에게 물렸어요,,
8622,2,2017,정면,문장,KETI_SL_0000008622.MTS,광견병에 걸린 개에게 물렸어요,,
8727,2,2017,측면,문장,KETI_SL_0000008727.MTS,광견병에 걸린 개에게 물렸어요,,
8832,3,2017,정면,문장,KETI_SL_0000008832.MOV,광견병에 걸린 개에게 물렸어요,,
8937,3,2017,측면,문장,KETI_SL_0000008937.MP4,광견병에 걸린 개에게 물렸어요,,
9042,4,2017,정면,문장,KETI_SL_0000009042.MOV,광견병에 걸린 개에게 물렸어요,,
9147,4,2017,측면,문장,KETI_SL_0000009147.MTS,광견병에 걸린 개에게 물렸어요,,
9252,5,2017,정면,문장,KETI_SL_0000009252.MOV,광견병에 걸린 개에게 물렸어요,,
9357,5,2017,측면,문장,KETI_SL_0000009357.MTS,광견병에 걸린 개에게 물렸어요,,
9462,6,2017,정면,문장,KETI_SL_0000009462.MOV,광견병에 걸린 개에게 물렸어요,,
9566,6,2017,측면,문장,KETI_SL_0000009566.MTS,광견병에 걸린 개에게 물렸어요,,
9672,7,2017,정면,문장,KETI_SL_0000009672.MOV,광견병에 걸린 개에게 물렸어요,,
9777,7,2017,측면,문장,KETI_SL_0000009777.MTS,광견병에 걸린 개에게 물렸어요,,
9882,8,2017,정면,문장,KETI_SL_0000009882.MOV,광견병에 걸린 개에게 물렸어요,,
9987,8,2017,측면,문장,KETI_SL_0000009987.MTS,광견병에 걸린 개에게 물렸어요,,
10092,9,2017,정면,문장,KETI_SL_0000010092.MOV,광견병에 걸린 개에게 물렸어요,,
10197,9,2017,측면,문장,KETI_SL_0000010197.MTS,광견병에 걸린 개에게 물렸어요,,
10302,10,2017,정면,문장,KETI_SL_0000010302.MOV,광견병에 걸린 개에게 물렸어요,,
10407,10,2017,측면,문장,KETI_SL_0000010407.MTS,광견병에 걸린 개에게 물렸어요,,
141,1,2017,정면,단어,KETI_SL_0000000141.MOV,관악구,,
560,1,2017,측면,단어,KETI_SL_0000000560.MTS,관악구,,
974,2,2017,정면,단어,KETI_SL_0000000974.MTS,관악구,,
1393,2,2017,측면,단어,KETI_SL_0000001393.MTS,관악구,,
1720,3,2017,정면,단어,KETI_SL_0000001720.MOV,관악구,,
2139,3,2017,측면,단어,KETI_SL_0000002139.MP4,관악구,,
2655,4,2017,정면,단어,KETI_SL_0000002655.MOV,관악구,,
3074,4,2017,측면,단어,KETI_SL_0000003074.MTS,관악구,,
3488,5,2017,정면,단어,KETI_SL_0000003488.MOV,관악구,,
3909,5,2017,측면,단어,KETI_SL_0000003909.MTS,관악구,,
4329,6,2017,정면,단어,KETI_SL_0000004329.MOV,관악구,,
4748,6,2017,측면,단어,KETI_SL_0000004748.MTS,관악구,,
5166,7,2017,정면,단어,KETI_SL_0000005166.MOV,관악구,,
5582,7,2017,측면,단어,KETI_SL_0000005582.MTS,관악구,,
6007,8,2017,정면,단어,KETI_SL_0000006007.MOV,관악구,,
6426,8,2017,측면,단어,KETI_SL_0000006426.MTS,관악구,,
6844,9,2017,정면,단어,KETI_SL_0000006844.MOV,관악구,,
7263,9,2017,측면,단어,KETI_SL_0000007263.MTS,관악구,,
7680,10,2017,정면,단어,KETI_SL_0000007680.MOV,관악구,,
8099,10,2017,측면,단어,KETI_SL_0000008099.MTS,관악구,,
140,1,2017,정면,단어,KETI_SL_0000000140.MOV,공장,,
559,1,2017,측면,단어,KETI_SL_0000000559.MTS,공장,,
973,2,2017,정면,단어,KETI_SL_0000000973.MTS,공장,,
1392,2,2017,측면,단어,KETI_SL_0000001392.MTS,공장,,
1719,3,2017,정면,단어,KETI_SL_0000001719.MOV,공장,,
2138,3,2017,측면,단어,KETI_SL_0000002138.MTS,공장,,
2654,4,2017,정면,단어,KETI_SL_0000002654.MOV,공장,,
3073,4,2017,측면,단어,KETI_SL_0000003073.MTS,공장,,
3762,5,2017,정면,단어,KETI_SL_0000003762.MTS,공장,,
4181,5,2017,측면,단어,KETI_SL_0000004181.MTS,공장,,
4609,6,2017,정면,단어,KETI_SL_0000004609.MOV,공장,,
5028,6,2017,측면,단어,KETI_SL_0000005028.MTS,공장,,
5170,7,2017,정면,단어,KETI_SL_0000005170.MOV,공장,,
5586,7,2017,측면,단어,KETI_SL_0000005586.MTS,공장,,
6006,8,2017,정면,단어,KETI_SL_0000006006.MOV,공장,,
6425,8,2017,측면,단어,KETI_SL_0000006425.MTS,공장,,
6843,9,2017,정면,단어,KETI_SL_0000006843.MOV,공장,,
7262,9,2017,측면,단어,KETI_SL_0000007262.MTS,공장,,
7679,10,2017,정면,단어,KETI_SL_0000007679.MOV,공장,,
8098,10,2017,측면,단어,KETI_SL_0000008098.MTS,공장,,
138,1,2017,정면,단어,KETI_SL_0000000138.MOV,공원,,
557,1,2017,측면,단어,KETI_SL_0000000557.MTS,공원,,
972,2,2017,정면,단어,KETI_SL_0000000972.MTS,공원,,
1391,2,2017,측면,단어,KETI_SL_0000001391.MTS,공원,,
1718,3,2017,정면,단어,KETI_SL_0000001718.MOV,공원,,
2137,3,2017,측면,단어,KETI_SL_0000002137.MP4,공원,,
2652,4,2017,정면,단어,KETI_SL_0000002652.MOV,공원,,
3071,4,2017,측면,단어,KETI_SL_0000003071.MTS,공원,,
3487,5,2017,정면,단어,KETI_SL_0000003487.MOV,공원,,
3907,5,2017,측면,단어,KETI_SL_0000003907.MTS,공원,,
4327,6,2017,정면,단어,KETI_SL_0000004327.MOV,공원,,
4746,6,2017,측면,단어,KETI_SL_0000004746.MTS,공원,,
5164,7,2017,정면,단어,KETI_SL_0000005164.MOV,공원,,
5580,7,2017,측면,단어,KETI_SL_0000005580.MTS,공원,,
6004,8,2017,정면,단어,KETI_SL_0000006004.MOV,공원,,
6423,8,2017,측면,단어,KETI_SL_0000006423.MTS,공원,,
6841,9,2017,정면,단어,KETI_SL_0000006841.MOV,공원,,
7260,9,2017,측면,단어,KETI_SL_0000007260.MTS,공원,,
7678,10,2017,정면,단어,KETI_SL_0000007678.MOV,공원,,
8097,10,2017,측면,단어,KETI_SL_0000008097.MTS,공원,,
137,1,2017,정면,단어,KETI_SL_0000000137.MOV,공사장,,
556,1,2017,측면,단어,KETI_SL_0000000556.MTS,공사장,,
971,2,2017,정면,단어,KETI_SL_0000000971.MTS,공사장,,
1390,2,2017,측면,단어,KETI_SL_0000001390.MTS,공사장,,
1717,3,2017,정면,단어,KETI_SL_0000001717.MOV,공사장,,
2136,3,2017,측면,단어,KETI_SL_0000002136.MP4,공사장,,
2651,4,2017,정면,단어,KETI_SL_0000002651.MOV,공사장,,
3070,4,2017,측면,단어,KETI_SL_0000003070.MTS,공사장,,
3486,5,2017,정면,단어,KETI_SL_0000003486.MOV,공사장,,
3906,5,2017,측면,단어,KETI_SL_0000003906.MTS,공사장,,
4326,6,2017,정면,단어,KETI_SL_0000004326.MOV,공사장,,
4745,6,2017,측면,단어,KETI_SL_0000004745.MTS,공사장,,
5163,7,2017,정면,단어,KETI_SL_0000005163.MOV,공사장,,
5579,7,2017,측면,단어,KETI_SL_0000005579.MTS,공사장,,
6003,8,2017,정면,단어,KETI_SL_0000006003.MOV,공사장,,
6422,8,2017,측면,단어,KETI_SL_0000006422.MTS,공사장,,
6840,9,2017,정면,단어,KETI_SL_0000006840.MOV,공사장,,
7259,9,2017,측면,단어,KETI_SL_0000007259.MTS,공사장,,
7677,10,2017,정면,단어,KETI_SL_0000007677.MOV,공사장,,
8096,10,2017,측면,단어,KETI_SL_0000008096.MTS,공사장,,
136,1,2017,정면,단어,KETI_SL_0000000136.MOV,곰,,
555,1,2017,측면,단어,KETI_SL_0000000555.MTS,곰,,
970,2,2017,정면,단어,KETI_SL_0000000970.MTS,곰,,
1389,2,2017,측면,단어,KETI_SL_0000001389.MTS,곰,,
1716,3,2017,정면,단어,KETI_SL_0000001716.MOV,곰,,
